Gene,cluster,padj
Gm9958,8,0.024082816
Stk25,8,0.012619071
Armcx3,8,0.015905952
Pex13.ps,8,0.032644083
Gm37738,8,0.001857445
Hsf1,8,0.036208398
Rexo2,8,0.003435592
Nek7,8,0.003290381
Gm13080,8,0.002969445
Rtl5,8,0.004196112
Ldha.ps2,8,0.030511331
Plscr2,8,0.020653108
Gm26976,8,0.022616205
Gm9785,8,0.020020343
Gm15032,8,7.01E-10
Atp7a,8,0.020870792
Cyba,8,0.021285613
Stoml1,8,0.018460873
Slc10a6,8,0.042444711
AC148019.3,8,0.021662789
AC127236.1,8,0.012335945
Wdr91,8,0.014470041
Lrrc28,8,0.024250548
Dgkz,8,0.011860221
Rbpj,8,0.013810033
Rps2.ps11,8,0.003290381
Tusc3,8,0.004762688
AC115783.1,8,0.010904785
Bmp1,8,0.010454486
Gm7768,8,0.02399711
Cep126,8,0.010767037
Lmod2,8,0.005343966
Gm13294,8,0.026019829
Gm5400,8,0.009502942
St6galnac6,8,0.003655653
Akr1b3,8,0.012200584
Hdc,8,0.005543309
Fbxo45,8,0.022237767
Sox6,8,9.09E-06
Mid2,8,0.041222413
Sucla2,8,0.01193648
X4933429O19Rik,8,0.025521305
Gm48690,8,0.045338145
Arhgef9,8,0.046028996
Gm42629,8,0.035335992
Snrpb,8,0.014193024
Gm15026,8,0.023973499
Hnrnph2,8,0.028900929
Gm9578,8,0.043786236
Gm16205,8,0.029076423
Gm43369,8,0.014815457
Zfp37,8,0.015915284
Dhx16,8,0.006236097
D2hgdh,8,0.01321255
Ranbp2.ps5,8,0.003430329
Gm16372,8,0.038772383
Gm14784,8,0.022875497
Uba7,8,0.038107499
Uba1,8,0.037584172
Scamp3,8,0.00366522
BC024978,8,0.00236341
Gm4773,8,0.048054718
Rab7.ps1,8,0.037781033
Efnb1,8,0.02918025
Cd93,8,0.028900929
Ccl6,8,0.00431406
Insig1,8,0.028581718
Gm8902,8,0.023679885
Slc40a1,8,0.000638259
Gm7973,8,0.007087079
Twsg1,8,0.035999659
Kctd12,8,0.001839107
Akap9,8,0.004926016
Gm8531,8,0.049684256
Gm18755,8,0.04193132
Gm22421,8,0.0087061
Eif5b,8,0.001662074
X4732440D04Rik,8,0.033334095
Gm37931,8,0.018856103
Ddx50,8,0.002105613
Ube4b,8,0.004464401
Cfap45,8,0.007548196
X4933437G19Rik,9,0.009789259
Gm9860,9,0.044569559
Oxct1,9,0.004103359
Gm48204,9,0.006587977
Gm7043,9,0.003280028
Gm7042,9,0.029223773
Gm47694,9,0.023877121
Mir7211,9,0.017214036
AC122398.1,9,0.045448636
X4732496C06Rik,9,0.002292952
Gm9386,9,0.005566556
Ube2ql1,9,0.00886982
Pgrmc2,9,0.032415118
Dclre1b,9,0.026823991
Gm8546,9,0.026437586
Calu,9,0.046409336
Gm13007,9,0.010551229
Arhgap24,9,0.004398194
Tmx2,9,0.008148104
Rit1,9,0.020313008
Ccl11,9,0.021944524
Zfp13,9,0.013000742
Gm3635,9,0.026018615
Zfp664,9,0.001507715
Leprot,9,0.03313212
Ndufa3,9,0.025711049
Atmin,9,9.09E-06
Gm6702,9,7.20E-05
Slf1,9,0.032644083
Gm28169,9,0.007012618
Zbtb44,9,0.022330896
Ccdc115,9,0.005566556
Pak4,9,0.019854763
Gm13679,9,0.028870051
Ndufc2,9,0.002298115
Akirin1,9,0.033902115
Fry,9,0.034945212
B9d2,9,0.026159495
Rmnd5a,9,0.012227627
Gm8355,9,0.045563865
Ifi207,9,0.029031767
Tmem41b,9,0.000552461
Top3b,9,0.02595699
Mrpl48.ps,9,0.03705245
Kcnk6,9,0.023023417
Klhl30,9,0.000346334
Gm44716,9,0.001043579
Gm28229,9,0.004135527
Gm15285,9,0.031650065
Idi1,9,0.036125272
Pdss1,9,0.017889323
Gm11199,9,0.013942994
Dhx8,9,0.010767037
Xbp1,9,0.018856103
Mzt2,9,0.041556031
Ttc25,9,0.027832195
Gm6439,9,0.021285613
Cox19,9,0.036216179
Gm4510,9,0.016593939
Rpl12.ps1,9,0.023216517
Ralgds,9,0.007157102
Mapk1ip1,9,0.031613273
Cstf3,9,0.030443216
Gm44022,9,0.002973145
Syne4,9,0.020064841
Gm43765,9,0.027051457
Cdk5r1,9,0.026919237
Gm37289,9,0.012439964
Gm4013,9,0.002032343
Gm10059,9,0.00436886
Hspa4,9,0.014470041
Fbxo36,9,0.01987233
Fbxo38,9,0.001714805
Gm13504,9,0.020716848
Gm19253,9,0.01818831
Gm12266,9,0.039330592
Gm12267,9,0.017283244
Fcna,9,0.017214036
Dmxl1,9,0.048527725
Ercc5,9,0.027498699
Gm42427,9,0.005395059
Smchd1,9,0.000264747
Gm30155,9,0.01767779
Gm15544,9,0.017889323
Gm7730,9,0.025584369
Micu2,9,0.003729332
Gvin1,9,0.011283088
Gm14017,9,0.02481441
Gm7432,9,0.00596618
Hhatl,9,0.010834819
Mitd1,9,0.003702986
Gm7868,9,0.007927618
Abhd11,9,0.029795581
Gm50042,9,0.003638699
Bmyc,9,0.01954191
Slc43a3,9,0.025745056
Gm7993,9,0.040777347
Sspn,9,0.038238953
Alkbh5,9,0.026798701
Metrnl,9,0.043774283
Tmem33,9,0.016323515
F2rl3,9,0.010767037
Gm25820,9,0.01630018
Gm21232,9,0.019503446
AC115117.1,9,0.015170252
Klf2,9,0.028114509
Map3k4,9,0.035759984
Herc3,9,0.010767037
Chchd10,9,0.004926016
Rpl31.ps24,9,0.024950806
Hmgb1.ps9,9,0.017214036
Gm20768,9,0.022998941
Tnpo1,9,0.014511486
Vps37a,9,0.041971135
Sf3b3,9,0.041548507
Gm12115,9,0.018704298
Clcn4,9,0.043386751
Zfp867,9,0.017920953
E230020A03Rik,9,0.016572417
Gpaa1,9,0.004340487
Gm7984,9,0.016356028
Gm7299,9,0.000478176
Ackr3,9,0.044569559
Gm37500,9,0.0258205
Lap3,9,0.021680504
Naca,9,0.020572175
Gm43250,9,0.027999179
Ifnab,9,0.009415819
Luc7l3,9,0.0001683
Gm37043,9,0.030174263
Gm5335,9,0.044560359
Gm42614,9,0.001826563
Cct5,9,0.025236381
Gm45743,9,0.038796696
Gm2022,9,0.049928985
D130017N08Rik,9,0.01046013
Ckm,9,0.006194364
Srgn,9,0.002190988
Lin37,9,0.005046639
Gm43289,9,0.018856103
Vps13b,9,0.012583772
Gm43690,9,0.031035406
B930036N10Rik,9,0.046028996
Dtwd1,9,0.042565812
Gm27715,9,0.013850025
Gm49089,9,0.018787918
Ints3,9,0.006533518
Clip3,9,0.027832195
Gm49477,9,0.004454954
Gm5611,9,0.038231221
Gm5614,9,0.030763853
Nav1,9,0.008229167
V1ra8,9,0.030851298
Slc35e4,9,0.031709675
Tasor,9,0.005566556
Smg9,9,0.000989127
Xndc1,9,0.007399094
Gm47010,9,0.027809161
Gm16025,9,4.43E-05
Gm24958,9,0.017878028
St6galnac3,9,0.010767037
St13,9,0.007399094
Gm18642,9,0.039409476
Gm4834,9,0.035149452
Gm4972,9,0.023837101
Nubpl,9,0.01080488
Bbs10,9,0.044481516
Mir1306,9,0.034945212
Gm49937,9,0.034649418
Bcl2a1d,9,0.020488442
Gm46453,9,0.0060108
Eif5a,9,0.037278885
Eif4g3,9,0.01597873
Gm17808,9,5.59E-11
Uchl3,9,0.021285613
Gm47906,9,0.01402478
Fyttd1,9,0.032075953
Dnttip2,9,0.031045277
Twistnb,9,0.032260218
Gm43105,10,0.014170202
Gm30023,10,0.02399711
Fbf1,10,0.018704298
Cry2,10,0.006602932
Gm6483,10,0.009955637
Mab21l1,10,0.018704298
X5830454E08Rik,10,0.040805496
Yipf3,10,0.021290581
Gm9130,10,0.016522256
Lss,10,0.008781505
Etohd2,10,0.03938856
Psmd8,10,0.017458074
Gm15181,10,0.003385822
Polr1e,10,0.019936543
Uri1,10,0.019124492
Gm49702,10,0.023679885
Tsc22d4,10,0.01046013
Rnf7,10,0.001662074
Rnf2,10,0.032075953
Gm5039,10,0.007927618
Vhl,10,0.044603694
Mif4gd,10,0.00310461
Slc25a20,10,0.013869425
Ms4a4a,10,0.039771755
Gm9874,10,0.03679516
Gm9120,10,0.00159278
Pfkfb4,10,0.009591679
Pcif1,10,0.036387044
Nceh1,10,0.007854819
Gm26170,10,0.040872261
Gm17791,10,3.01E-05
Gm15806,10,0.022998941
Spcs2,10,0.008229167
Zbtb48,10,0.045003446
Gm9432,10,0.018512501
Gm43555,10,0.018704298
Hbs1l,10,0.038755332
Ankhd1,10,0.002045974
Mir142b,10,0.041507871
Vmn2r.ps88,10,0.00199549
Gm4864,10,0.046483261
Gm10143,10,0.010767037
Ccdc90b,10,0.003714428
Prpf8,10,0.011575958
Gm12642,10,0.028819308
Fam98c,10,0.000795163
Gm8357,10,0.003550614
Gm9768,10,0.026056931
Rpa1,10,0.019469635
Pola2,10,0.043578014
Gm13841,10,0.030525867
Lzts3,10,0.048630915
Hnrnpll,10,0.009591679
Gm43329,10,0.045670658
X2310040G07Rik,10,0.037452189
Hspd1.ps5,10,0.046992895
Hspd1.ps3,10,0.034264165
Gm42847,10,0.002190988
Gm5182,10,0.029341965
Gm13408,10,0.019929426
Rnu3b3,10,0.033095026
Gm20796,10,0.015873204
Gm43387,10,0.022213521
Gm45235,10,0.010551229
Gm37486,10,0.039169051
Gm43441,10,0.00467848
Gm49775,10,0.046189737
Mipol1,10,0.028188893
Gm14000,10,0.011175479
Gm44768,10,0.000507024
Podxl,10,0.010767037
Mkln1,10,0.005543309
Gm5479,10,0.040152484
Hspa8,10,0.011678946
Zswim1,10,0.004464401
Gm26403,10,0.034392032
Btbd3,10,0.02637666
Fads1,10,0.04980681
Coa7,10,0.029022759
Rpl7.ps7,10,0.004926016
Vamp5,10,0.007800627
Csrp2,10,0.023370735
Gm2736,10,0.017445722
Gm6169,10,0.031853495
Gm37415,10,0.034066519
Adra2b,10,0.002707601
Rrnad1,10,0.04700752
Pa2g4,10,0.005909827
Gm22581,10,0.049599502
Hyls1,10,0.009066239
Gm45512,10,0.038412905
Fbxw8,10,0.000755246
Gm16056,10,0.037584172
Snx18,10,0.028641324
Depdc7,10,0.005566556
Gm5049,10,0.009415819
Gm15846,10,0.013419956
Gm7285,10,0.039330592
Gm6851,10,0.030337927
Dab2ip,10,0.010767037
Gm4849,10,0.003722108
Timm10,10,0.04394515
Gm8234,10,0.013888952
Zfp189,10,0.041209407
Gm37570,10,0.018704298
Gm23394,10,0.024073206
Gm29778,10,0.018856103
AC134591.2,10,0.049046203
Ero1l,10,0.026437586
Atoh7,10,0.003702986
Gm6211,10,0.011322379
AW011738,10,0.004423062
Rpl10.ps5,10,0.04453519
Lmnb1,10,0.04700752
Gm4945,10,0.035989746
Gm48151,10,0.00117524
Acot2,10,0.014705934
Gnrh1,10,0.009188187
Cyth4,10,0.032656317
Gm48798,10,0.034766621
Gm10478,10,0.025236381
Gm25255,10,0.005463508
Cdc34,10,0.020374119
Olfr10,10,0.020488442
Tmem14c,10,0.042309599
Stmn1,10,0.021568658
Arf6,10,0.006130392
Naa40,10,0.025711049
AC153155.1,10,0.00780991
Gm10566,10,0.016572417
BC050972,10,0.048054718
Gm13050,10,0.001507715
Ube2l6,10,0.04453519
Gm8730,10,0.038845008
Gm11578,10,0.001714805
Hopx,10,0.020653108
Mterf1a,10,0.047462143
Cacna2d2,10,0.008369329
Rbm19,10,0.036398031
Gk5,10,0.012763162
Dynlt1.ps1,10,0.019909261
Gm10012,10,0.01706886
Gm15975,10,0.040308462
Edem1,10,0.017445722
Pygo1,10,0.032686914
Hfe,10,0.02733197
Gm13861,10,0.02520099
Hk2,10,0.000850069
Gm42651,10,0.021925972
Gm5617,10,0.004352013
Dolpp1,10,0.047729623
Mybphl,10,0.021045643
Gm12428,10,0.025858888
Gm12422,10,0.021944524
Gm37238,10,0.030568319
Jun,10,0.041026107
Gm29460,10,0.00652222
Mir1968,10,0.030242518
BC035044,10,0.016593939
Gm8712,10,0.001676061
Sh3bp5,10,0.025947628
Eif4g1,10,0.042354336
Scarna2,10,0.003777884
Gm31881,10,0.048406765
Bet1,10,0.028678959
Arhgdia,10,0.024655336
Rxylt1,10,0.001307277
Gm5874,10,0.024045418
Casd1,10,0.017156704
Fam129c,10,0.006602932
Gm25189,10,0.048672466
Tesc,10,0.02465344
Acyp1,10,0.021254746
Gm5417,10,0.004290806
Gm7488,10,9.90E-05
Gm22426,10,0.004050102
Tead2,10,0.033584581
Gm13198,10,0.009798796
Mettl14,10,0.018856103
Gm36758,NA,0.025236381
Gm7278,NA,0.015558895
Gm6983,NA,0.015316509
Gm13649,NA,0.016873359
A430110C17Rik,NA,0.013368753
Agpat3,NA,0.0183607
H2-Ab1,NA,0.049422708
AC124169.1,NA,0.008991178
Lyplal1,NA,0.006942505
Gm3678,NA,0.042242802
Gm37894,NA,0.025786473
Gm13463,NA,0.001139196
Tbc1d2b,NA,0.007331852
Gm2877,NA,0.029615874
Gm37728,NA,0.001237962
Cdc27,NA,0.032522588
Gm8249,NA,0.043874462
Sprtn,NA,0.047353205
Gm42486,NA,0.047206948
Pigq,NA,0.000264747
